;context;emotion
8256;i don t feel resentful i feel guilty;anger
8279;i had never read the posts i never would have spent the emotional and mental energy to argue with them in my head or feel irritated by them;anger
8298;i have to say i feel slightly envious of julian;anger
8318;im exhausted in excruciating pain and feeling extremely hostile;anger
8324;i feel very bitter that i am supposed to be providing this privileged space to someone else and i dont get it;anger
8333;i left feeling quite dissatisfied with the whole thing specifically that she dictated to me that i should be on meds and did not discuss with me why she thought this was necessary nor what other lifestyle options there might be to reduce my risks etc;anger
8339;i was feeling resentful and daydreaming about the various places i could tell him to shove those big girl panties;anger
8348;id be less than honest on this blog if i didnt report that im feeling very petty right now;anger
8360;i am feeling very pissed now;anger
8372;i feel like being distracted;anger
8375;i feel disgusted just looking at that number;anger
8377;i help a lot of people at a later time when i m feeling pissed off with things i might look back at my life and say hey i m not that bad a person;anger
8386;i am happy with the news comeback i am feeling agitated with some fangirls;anger
8389;i feel about myself is so fucked up;anger
8401;i feel like i am really grouchy and some days i get in moods where i feel like it is me against the world;anger
8403;i understand that every memory is something precious and that i should cherish it but at the moment i feel disgusted at how i had become during that time of my life;anger
8405;i came out freaked on the brink of tears feeling angry confused ridiculous small;anger
8407;i am feeling highly frustrated because i had worked a long day and just wanted to get home and take a shower and eat my snacks and listen to some music;anger
8413;the patient whom i expected to get well suddenly passed away after he showed had his meals;anger
8422;i have a bad feeling that i am going to get very aggravated again tomorrow;anger
8435;i just cant make proper conversation and feel annoyed by little things;anger
8437;i can t believe all the newborns that i ve photographed with heads full of dark hair but i am feeling just a little envious because my babies are bald and blonde as they come;anger
8446;i come home from work too often feeling irritable and it s not fair or loving to dump all that ugliness onto my husband;anger
8461;i feel less bothered my get the rape stick out of your ass because i think a statement like that says a lot more about the speaker than the target;anger
8469;i feel the sting of pain from its teeth but im angered;anger
8476;i don t want people to feel offended by that request it could be viewed as too forward;anger
8477;i tend to come away feeling insulted by books that deny them;anger
8485;i never kissed a guy because every time i d try i d freak out and feel disgusted;anger
8491;i started to feel that irritated feeling;anger
8513;i am feeling that bitter sweetness that comes from a deep recess in my soul;anger
8541;i feel hated by;anger
8548;i know that im carrying an obvious prejudice into all of this because of my own feelings about watching them be repeatedly tortured on this topic;anger
8565;i feel furious about him not leaving;anger
8572;i get platitudes from well meaning folks that can make me feel like i should be bothered about things that don t bother me;anger
8576;i feel insulted that he doesnt know me better than that;anger
8586;i am feeling cranky or not cooperative i should be allowed to sleep or relax and if i am not given this opportunity it s not my fault if i body slam my bosses or harass museum visitors;anger
8614;ill admit it im bitchy sometimes but i feel as time goes by im getting more bitchy with him than my other relationships that went past the month mark;anger
8617;i just couldnt help feeling a little bit bitter towards his great big happy grin;anger
8618;i am sitting here feeling a bit grumpy moanday blues anyone else feeling this way too;anger
8621;i feel really greedy wanting all this stuff but my mom asked me to make a list so;anger
8636;im feeling stressed retail therapy is the way;anger
8645;i very much enjoyed the build up and the air of suspense and confusion throughout but i cant help but feel dissatisfied by the ending;anger
8657;i closed her eyes in anger and feeling disgusted by this touch;anger
8659;i also chat when i feel frustrated with guys but now i think about my future husband;anger
8660;i suppose i m feeling a little sarcastic about today s holiday;anger
8661;im already feeling less agitated;anger
8666;i just feel like being selfish and really live my life;anger
8674;i wont feel resentful or smothered or annoyed;anger
8681;im feeling rather hostile over the whole hostel situation;anger
8698;a girl entered in the division where i work and greeted everybody but not me;anger
8701;a certain friend tried to push me off a seat in a very violent way for no apparent reason it may be that he was excited about something;anger
8705;i hurt their feelings for refusing to listen to their spiteful hurtful sniping at others;anger
8707;i feel very irritated and annoyed today;anger
8716;i wrong to feel so aggravated;anger
8718;i feel so rude i thought as i dialed my house;anger
8724;i will probably just be lazy and lounge around the house and possibly go down to the pool depends how im feeling and what i can be bothered to do its my last day off before i go back to work so yeah;anger
8728;i was to do the same to them i would have this guilty conscience and i would feel like a heartless bitch;anger
8729;during the weekend at home;anger
8737;i give probably to the degree that some might see as too much but if i feel taken advantage of or wronged in any sense i have absolutely no problem shutting it down and walking away;anger
8743;i cant really explain the feeling i get inside when someone is mad at me;anger
8744;i dont think that happens a lot so i feel insanely cranky when i couldnt get an ear immediately;anger
8763;i have reason to wonder to be confused to feel angered to say youre selfish to say youre cold;anger
8766;i was still feelin kind of irritable and funky from the day before but so it goes;anger
8774;i do feel resentful towards other bloggers writing for and against i don t even qualify to feel offence since delhi girls are obviously punjabi;anger
8779;i was feeling a bit rebellious today;anger
8781;i feel petty for thinking like i have i feel stupid that i let things get to me so easily;anger
8782;i buy books about people i feel are equally fucked up as i am or books about zen approaches to shitty situations;anger
8796;i feel very angry but once a simple msg made me blur really blur;anger
8811;i think of how many years i spent feeling furious at my dramatic perspective of the world and my extremely sensitive nature;anger
8822;i was for awhile and i started feeling irritated and annoyed each time one of my kids filled up their pants again;anger
8823;i feel kind of petty blogging about this;anger
8836;i am not holding in my anger but i am holding it back so that i can still choose with a clearer mind and can feel it without executing someone for something petty;anger
8838;i understand that you may feel that it is very rude that i keep destroying your house with my face;anger
8842;watching a violent movie;anger
8847;i started to feel cranky and tired up until i resupplied with these vitamins;anger
8872;i feel that while i was furious with the ra and the mug i was polite to her;anger
8881;i also love seeing a star emerge and i feel like in a few years everyone is gonna know and i can be one of those people who says obnoxious things like bah;anger
8888;i start to feel annoyed about the whole thing and end up ordering pizza;anger
8891;i am feeling and it allows me to be distracted from my own life and caught up in someone elses even though theyre not real people;anger
8901;i do not however feel in any way hostile to anyone or capable of violence;anger
8905;i feel like people are aggravated with me but why;anger
8912;i feel irritated useless and hopeless;anger
8913;i feel especially strongly about this since i have hated my teeth forever i was one of the unlucky ones who got bad genetics and an even worst orthodontist and pediatric dentist;anger
8934;i feel so impatient when it comes to certain issues;anger
8945;i feel resentful of him trying to control what i do but i also don t want to do anything rash;anger
8955;i ever feel anymore is when one of us gets angry;anger
8962;i hate when im refered to that game guitar hero i mean its cool but i got the name kinda before lol and now i feel bitchy so stay the fuck outta my way;anger
8964;i am feeling extremely annoyed and restless;anger
8974;i feel very frustrated and very sad;anger
8981;i feel deeply offended by some of the rhetoric and behaviour of some of the apc leaders and i cannot be expected to remain silent in the face of such expressions;anger
9031;ive spent years feeling resentful and trying to curb that feeling of resentment;anger
9058;i feel like i am kinda being bitchy to alot of people but whatever;anger
9059;i feel like drinkin drinkin angry someones gonna die whiskey and beer les paul a href http farm;anger
9061;i feel so envious and proud of you at the same time if it is at all possible to feel that way;anger
9062;im feeling angry i think i strop about ruffling the air and inflating my position and exaggerating the issue;anger
9077;i am feeling irritable cranky often;anger
9085;i was in seoul i could help but feel jealous;anger
9091;i still feel like i was somehow one of the family members horribly wronged by the tragic events that have transpired today;anger
9092;i feel bitchy today its as if today i realized that i couldnt count on any of my friends anymore;anger
9105;i feel anybody got angry to me in an awkward silence;anger
9107;i want to please him but i feel resentful that he doesn t get how exhausted i feel all the time and how painful it is for me when i m not warmed up properly;anger
9109;i feel a mad connection with your body and this is how i decided to kick off side a;anger
9113;i wont do it anymore i wont allow myself to be stressed and feeling rushed and like its all a race to be better and one up;anger
9114;i read after watching the film argued that it makes sense for its author to feel so offended by the changes from the truth that were made in the film as it is being used in an attempt to effect real life verdicts;anger
9128;i feel about gift cards they re after thoughts and rude;anger
9131;i feel pretty tortured because i work a job and often the inspiration strikes while im at work;anger
9132;i am feeling rather bitter and rather defeated over a multitude of subjects but lets talk about the main one;anger
9154;i finally fell asleep feeling angry useless and still full of anxiety;anger
9167;i mean geez cara was raised not to feel compassion she had all love and feeling tortured and beaten from her at a very young age thats how the mord sith work;anger
9179;i am feeling that he does i wonder if such a dangerous place could be settled with the mentality that the enmayi have to bring to the possibility;anger
9196;im feeling very petty right now;anger
9202;im feeling rebellious and need to do something to relieve some of the turmoil in my body;anger
9204;i forgot to take my meds this morning and i am predictably feeling irritable but less predictably i have been sitting here all day thinking ima kill a bitch if i dont get my hands on a chocolate cupcake;anger
9227;i want to be irreplaceable and until i find the person who makes me feel that way than i think id rather stay single because if im not your number than whats the point i refuse to be just something you settle for maybe im just stubborn but its how i feel so idrc;anger
9238;i am just so sick of feeling hated and lonely and dumb and unloved and forgotten;anger
9244;i feel the market is in a somewhat dangerous position for traders who end up on the wrong side right now;anger
9256;i left feeling annoyed and angry thinking that i was the center of some stupid joke;anger
9275;i mustered up energy to feel christmassy i remember feeling kind of pissed off at the bad timing of everything;anger
9282;i feel a bit insulted by that as i am nothing like other women i bloody hate them and their incessant bitching in general over bloody nothing most of the time;anger
9284;i was feeling angry at myself for feeling self conscious about my shorts or for wishing that i wasnt alone;anger
9287;ive been feeling really spiteful lately so i think ill just sit here and listen to rammstein;anger
9289;i feel very hostile at the thought of taking out my credit card;anger
9292;i feel bitter to see what i ve become;anger
9296;ive been feeling disgusted and ashamed;anger
9323;i think unconsciously subconsciously i feel like a vile vile being;anger
9332;i try to speak up stand up for myself or simply try to insert myself into a conversation i feel selfish like an attention whore;anger
9334;i could walk at a slow pace browse each booth as long as i wanted and dart in and out of the shops on main street without feeling rushed;anger
9346;i feel jealous when i know he go out with other women;anger
9347;i do however feel a bit envious of people who have different perfumes for different seasons;anger
9355;no response;anger
9371;i did feel that the ending was a bit rushed and i do wonder if i might have missed certain signs but its a small thing when the story happens to be addictive and you dont notice the time passing by;anger
9378;i feel offended used and disgusted;anger
9385;i feel myself being sucked back in and this vicious cycle starts again every time you open the door and every time you show me more you back back any hints of love what is it that youre afraid of;anger
9388;i have noticed my own increasing frustration with what i feel to be petty artificially created drama;anger
9390;i feel irritable like no other and running will def cure that;anger
9391;i dont drink green charged water for a few days i feel irritable and disoriented;anger
9393;i am so tired about it and i feel so fucked up;anger
9409;i feel terribly unkind to say it span style font size;anger
9411;i feel resentful that i have too;anger
9414;i feel it s so obnoxious another vocab word;anger
9422;i remember feeling impatient with the endless and convoluted fairy tale that was told throughout the book;anger
9428;i will admit that i do feel a little envious when i hear of young writers who do so well;anger
9430;i feel like i need to tattoo that peggy o mara quote onto my arm so i ll see it next time i feel disgusted disdainful or disappointed by my children s behavior;anger
9454;i love the feeling of the cold nipping at my nose while im in warm clothes;anger
9458;i am drawn to totally solid neutral bags in black and brown throw in a vibrant patent red and maybe if i m feeling dangerous a metallic clutch but that s usually the most adventurous i get with my accessories;anger
9468;i feel so violent just want to break some glass;anger
9476;i drive home i feel like a petty thief having just stolen the exposures crudely stuck in my camera from the ancients;anger
9477;i refuse to let myself feel bitter about the small sacrifices we have to make;anger
9487;i like her too much to feel as if im being obnoxious and getting involved into somethign that has nothing to do with me;anger
9504;i feel fucked up on the inside;anger
9505;i just feel sooooooooooo fucked up at this moment;anger
9510;i feel annoyed img class aligncenter size full wp image src http mrdanbaird;anger
9518;i had hoped to not feel the weakness to not be bothered by every song every joke i hear;anger
9521;i feel yet you are so heartless and go for the men that will break your heart;anger
9522;i thought i wont be affected by how youre thinking feeling but the petty side of you digust me;anger
9536;i was expecting to say this is a very bittersweet feeling but all im feeling is bitter;anger
9537;i feel fucked tape last year make sure you get this;anger
9550;i miss her so much every moment but now i feel like i miss her even more like she is as far away as she has ever been because i am so distracted;anger
9568;i feel more hostile towards sarcoidosis than usual;anger
9571;i dont read into traditions because i love them so much so to me when a stranger opens my door i dont feel offended or like he is trying to send a message to me and the rest of the world that i cant open it myself;anger
9572;i feel agitated do i know how to quickly calm and soothe myself;anger
9573;i take a long sip and feel the cold sensation of the iced capp;anger
9584;ive vented and cried and now im a little more calm and feeling less hostile;anger
9586;i had not yet gotten married and that coupled with the pressures of being a senior pastor coupled with the reality of my glaring inexperience made me feel quite stressed;anger
9588;i feel soooo impatient;anger
9590;i feel like she was bitter towards people who were in upper class just because they were in upper class;anger
9597;i remember feeling outraged to my core when i read a particularly heinous series of articles in the friday times where else if not this paper;anger
9617;i still feel so irritable every day;anger
9619;i like to be comfortable and usually silence helps although at times i absolutely need music and a couple of hours off just so that i don t feel rushed;anger
9629;i feel outraged about this type of thing;anger
9631;i feel almost outraged that such a crap day should fall on my most favourite of days;anger
9634;i can imagine someone feeling jealous lonely or scared;anger
9640;i hate seeing those red windows even more as what i feel inside resonates with the cold uncaring world i know exists behind them making me even more aware of this pain inside of me;anger
9641;i feel like he is snobbish snooty gauche a drunk and offensive;anger
9657;i am afrade for his life as some people feel quite hostile towards him;anger
9659;i almost feel greedy with my rd child when so many people i know are working so hard for or;anger
9674;i do feel though that its pretty dangerous to try to apply only one strategy to a match;anger
9682;i feel like a vile traitor even saying such a thing but its the truth;anger
9698;i took it i remember feeling extremely agitated;anger
9701;i did not feel dangerous enough to get in;anger
9709;i made this i felt some relief from the fear and anxiety but i started feeling pissed again with a whole new set of memories;anger
9718;i have to tell you that i feel insulted;anger
9723;i have been neglecting the feeling of people around me i was stubborn;anger
9724;i feel like i only get mad if i think someones doing something thats really unjust;anger
9732;i feel a bit frustrated with myself as i know i m not getting out of my dogs in the ring or at training if i m honest at moment due to me but i ll continue to do the remaining shows i ve entered until the end of july as long as we re all enjoying it;anger
9755;i did the yelling the feeling of being extremely mad;anger
9756;i was feeling very stressed with all that i had to get accomplished in the little amount of time that i had;anger
9762;a few monthe ago;anger
9764;i feel this is very dangerous;anger
9770;i am left feeling like the greedy bastard and i hate it;anger
9775;i feel that my lifes fucked up;anger
9797;i could of course go on with it feeling resentful of him with him being blissfully unaware of anything being wrong;anger
9809;i didn t feel rushed to finish millions of things and i was able to focus on each task separately;anger
9816;i have not written is that i am still feeling angry about something that happened on friday which seems to have invaded my happy place with recurring angry thoughts;anger
9821;i was yelling to the group in front and not getting an answer and getting increasingly concerned and feeling increasingly frustrated with those lagging behind despite repeated explanations and pleas from me regarding the need to catch up with the advance group;anger
9831;i feel like im a hateful person sometimes;anger
9844;im feelin spiteful so well actually visit my house to watch rally finland;anger
9845;i just feel more resentful and tell myself it was better if i did not share with him;anger
9850;i liked it all the same this one will take a few listening sessions to get a real feel theres a lot distortion in the songs which agitated me a bit but it caused me to do a little research on just what the creative force behind this unusual album;anger
9857;im feeling a bit stressed by the sheer numbers button pressing enthusiasts gathering around my bike;anger
9871;i just feel really irritable and everything drives me insane;anger
9881;i have even a time or two found myself feeling a bit jealous of the mothers who had perfect babies who have been sleeping through the night since they were three months old and speaking in sentences by age two;anger
9889;i feel i just couldn t be bothered with some of the things that used to keep me up at night;anger
9896;i actually feel inside which is so dangerous because apart from my shoulder i feel really amazing;anger
9897;i also know that if i forget for a period of time it would cause tension or a feeling of unease that maybe i am mad at him;anger
9907;i just couldnt shake the feeling that he is being left out somehow and i sort of hated that i had done this to him;anger
9908;i put forward to all their social diktats make them feel i am rebellious towards their authority;anger
9910;i feel jealous of everyone who has the chance to meet you everyday;anger
9932;im starting to think we may need to have to put a big sign on our door telling them so at least that would save me from feeling rude;anger
9948;i feel i did some thing impolite katanya;anger
9954;i feel not for you this savage deal leave me with my speedy clutch leave me with brown sugar lunch;anger
9961;i was feeling frustrated somewhere between season and season of ccs anime and found the anipike website and that there were fanfictions written about ccs characters;anger
9967;i keep feel irritated;anger
9970;i even had a deep feeling for alaska and the cold and snowy and yet big open land with the pine trees and mountains but im destined to live in southern california;anger
9975;when a friend of mine keeps telling me morbid things that happened to his dog;anger
9982;i feel like a heartless b tch for hating him so much;anger
9999;im feeling cranky im very defensive about it;anger
10000;i often feel dissatisfied with such discussions partly because of the persistent everyone is beautiful nonsense but partly because they rarely go past the effects of advertising on body image;anger
10008;i feel about this totally and completely pissed angry sad disappointed and absolutely furious at tough mudder the biggest rip off on planet earth;anger
10011;ive planned and there are still days when i feel stressed to the point of tears and helpless but the good far outweighs the bad and i can honestly say that im happy in this moment;anger
10013;i finally found this afternoon and i wear it feeling like a vicious lurker;anger
10019;i was just feeling so annoyed about everything;anger
10023;i feel like theres a dangerous chance that im pulling a don quixote on this blinding rushing at the windmill that is my eventual marriage or future child;anger
10029;i feel offended when friends especially married friends somehow judge me for not being married yet;anger
10031;i feel rushed i make poor food choices and start to slide back towards bad habits;anger
10041;i still do a little floor workout because otherwise i feel antsy or cranky;anger
10047;i just feel left out hated extra;anger
10048;i don t feel insulted because it doesn t sound insulting at all;anger
10049;i feel pissed my friend didnt offer me a soda;anger
10069;i feel disgusted c kj rel bookmark class permalink nov middot;anger
10070;i thought i hope our vanquished england failures are watching this and feeling very envious and determined to do everything to improve and maybe one day do something similar before i die;anger
10079;when i had a serious argument with a dear person;anger
10103;i could feel the envious eyes and hatred stares of the women wising they was in my place at the moment;anger
10108;i write this very moment i feel the cold chill of;anger
10128;i have loved not feeling rushed here;anger
10154;i feel a bit stressed because it feels like im supposed to do something all the time and that i should be reading now;anger
10167;im feeling really annoyed today;anger
10182;i feel as a person and a politician i cannot allow dogs to run around on our streets that are more dangerous than others;anger
10198;i feel annoyed at the fact that i m three weeks out of chemotherapy and i m getting annoying pinching niggles in my back;anger
10232;i get the feeling that the rest of yall are a little appalled about it;anger
10240;when i heard that my sister had shouted at my friends cousin at their place;anger
10247;i dont and i feel so god damn selfish for continuing to hurt myself all the time;anger
10250;i sometimes feel i am being stubborn not out of spite but rather in spite of myself;anger
10253;i also feel a little resentful of the fact that im spending what are supposed to be some of the best years of my life taking care of other people while what little social life i have atrophies because im left without the time or energy to maintain it;anger
10262;i was starting to feel a little bitchy by this point;anger
10276;i feel despised and i dont deserve that;anger
10283;i feel was where i fucked up a bit and something i wish i could change;anger
10298;i just feel really pissed off actually and stressed;anger
10310;im feeling resentful and persecuted about that whole aspect;anger
10312;i was feeling so angry so upset that i just want to run away;anger
10315;i feel like i m being tortured for government secrets i don t know anything;anger
10316;i loved a person and he went away it wasnt necessary that he left me to reach his goals;anger
10335;im happy to report that im not feeling too petty these days mostly because there have been countless examples lately showing me how irrational a woman reaching adulthood and some who should all ready be there can actually concieve;anger
10339;i am feeling remarkably grumpy not to mention foolish;anger
10345;i watched him run by i couldnt help but feel envious;anger
10346;i guess ive heard enough over the two months because each time i hear such comments i honestly feel offended;anger
10349;i am energetically pursuing my goals or i feel agitated and unable to sit still;anger
10351;im feeling a little stressed out about it but i cant do much right now because im waiting for a couple of tax returns in the mail and a letter from jasons employer which is taking quite some time;anger
10373;i feel offended by those books in which they take you for an idiot thats a tv reality attitude;anger
10385;i don t just mean that the sensations we experience influence our moods i m not simply pointing out that say discomfort in our bodies makes us feel irritable;anger
10401;i was feeling like a beluga whale and quite grouchy;anger
10403;i also feel aggravated i have an embarassing reason i dont want to go home yet i dreaded coming here and now im dreading leaving here;anger
10406;i don t always remember to do this but when i m feeling bitchy and down on the world if i stop and take a moment to breathe and think about everything i m grateful for the joy seeps back;anger
10407;when it became clear that a man had used many people sexually and psychologically;anger
10430;i feel that this was their mistake and they are just being rude;anger
10448;i sat there feeling frustrated that i didnt know about some of the different things ashton and isaac could have been involved in why werent the boys pro active about getting involved in more things and getting more awards;anger
10451;i was feeling some irritation and anger feeling being insulted;anger
10470;i feel like thats what vicious circle is;anger
10482;i think i am starting to feel jealous;anger
10486;i say his name over and over and feel the change in him the nearly violent desire he reigns in with difficulty as the first waves of orgasmic stupor envelops me;anger
10487;i see other people writing about love when they have just brokeup and finding another person in his her life i kinda feel so disgusted;anger
10491;i feel so cranky and disconnected;anger
10504;i am feeling a little sarcastic today;anger
10510;i empathize with the feeling of being dissatisfied not where i want to be but no i dont feel that way;anger
10535;i know how old people feel when they have greedy family members who are trying to take their stuff before they even pass on;anger
10537;ive reserved the right to feel all stubborn and powerless about it;anger
10541;i was feeling grumpy not women problems grumpy but five year old i want to get my way kind of grumpy you don t think there s a difference;anger
10545;i wouldn t feel as offended as i do now because the sign would be accurate;anger
10550;i feel like if i ask them to stay for me then im being the selfish one even though they are the ones making plans that they know i cant do with them;anger
10557;i tackle political ideas only when something makes me feel angry and even then it is often personal;anger
10567;i feel im just so greedy that all i care about is myself;anger
10568;im going to putter on the computer till i feel less violent and down;anger
10574;i am no longer feeling any effects from ibs irritable bowel syndrome that i suffered with for years;anger
10575;i resent you as much as i do that i feel needlessly and unreasonably angry whenever you re around that the slightest idiosyncrasies of yours make me sick;anger
10591;i included my feelings but no violent acts were committed against her;anger
10594;i need that warmth to remind me hes there when life feels cold and empty;anger
10596;i feel rude bring my own fridge i do eat food but i guess my option;anger
10597;i had been feeling was all my fault that i had wronged her and caused her to abandon me;anger
10598;i am feeling very bitter about it all;anger
10607;i feel quite frustrated;anger
10609;i straight away started to feel my blood boil anger coming over me and that very nerve getting agitated;anger
10611;i left the property feeling insulted and found myself minutes later on main street an unsuspecting victim of some unknown enemy s next attack;anger
10614;i can feel the cold wind;anger
10625;i was feeling kind of rebellious and my post was a little on the;anger
10627;im feeling rebellious for the sake of being rebellious;anger
10630;i guess only my wife can really know for sure but i feel at least a little bit less selfish since being married;anger
10643;i stopped feeling mad that the machine stole my money and chose instead to feel grateful that i have clothes to wash in the first place;anger
10649;i hope you enjoy and do not feel offended;anger
10650;i noticed several months ago that i d start feeling resentful as i walked toward a pedestrian crossing with the intention of course of crossing the road;anger
10656;i have omitted the link to this article as i feel readers of this blog may be offended by the questionable adult content on the nyps webpage;anger
10662;i feel many petty people have judged me simply because i may be one;anger
10664;i hunger for anything i feel ferocious like a tiger;anger
10693;i feel like a rebellious year old that stands in the doorway flicking the lights off and on in the depths of my spirit;anger
10713;i feel rebellious today so i ll leave this as a warning to myself on how radical i can be;anger
10723;i couldn t help but feel personally insulted when oscar denounced the very idea as grotesque and unrealistic;anger
10731;having unwanted attention paid to me in my place of work harrassment and sexual harrassment by another worker disgusted by his implications;anger
10733;i don t want to feel annoyed resentful or angry at the fact that he s already had the experience of having and raising kids;anger
10735;i feel time is running out so i m not bothered with myself now;anger
10739;i do not know if i already hurt their feelings which may lead to their violent reaction may turn into a bad outcome;anger
10751;i can not drop this class because then i lose the financial aid for not having enough credits plus i feel like a quitter and im too stubborn for that;anger
10752;i feel resentful toward my wife when weeks go by without sex;anger
10757;ive come to realize i need to stop runnin away from my fears gotta stop bein so confined and wanting to hide feeling the need to die and instead stic through this vicious hell like ride;anger
10813;i feel so spiteful towards people sometimes just the way they look makes me want to hurt them;anger
10824;im still feeling a bit grouchy;anger
10841;i still feel annoyed and the older sd is always sick with something and i mean always;anger
10856;i was a bit more bouncier than usual i didnt feel as grouchy about everything as normal;anger
10866;i get the feeling that the relationship would be more sarcastic than sweet or sure;anger
10871;i feel like i have been a little distracted lately;anger
10873;i could even think about it i said uh well most days i feel like im being tortured i want to pull all my hair out and scream so i guess not;anger
10886;i have been feeling very stressed these days;anger
10889;i should feel pissed;anger
10893;i am sure everyone of us felt that feeling at least once while some of us might get agitated easily;anger
10894;im supposed to be excited about my tattoo today but instead all im feeling is pissed off;anger
10899;i just want him to see how it feels when he does something that i feel is obnoxious;anger
10919;i feel cold spots;anger
10920;i do not know these people since they are not a resident of this room and for them to treat me in such a way that i feel angered;anger
10929;i feel like making this a stubborn battle of wills;anger
10931;i am so happy but yet i feel enraged;anger
10936;i me still feeling cold from the swim which doesnt really count as one earlier on;anger
10943;i feel there are a lot of things that i need want must to do but always somehow got distracted got a call from my crol tl and just told her that couldnt join her as per going to the doc;anger
10945;i know it was not pleasant for her and i feel selfish saying it but i think i would have fallen apart if i had been there;anger
10947;i feel like i shouldnt have even bothered;anger
10952;ive test tried dropping it and nothing happened which is supposed to be if something happened to my phone i would feel so fucked up;anger
10956;i definitely feel that my poems are in conversation with nature poetry but in the way that a rebellious activist might be in conversation with a government official;anger
10960;im feeling really annoyed;anger
10961;i cant abide the political mess the country is in though i feel equally enraged about the state of uk politics;anger
10965;i woke up feeling grumpy tired unhappy and just plain sick of things;anger
10968;i see lovers i feel envious i want someone to be there for me;anger
10974;i feel like i am being obnoxious by posting every three seconds;anger
10975;i did feel like their relationship seemed a little rushed though;anger
10995;i needed to feel rebellious;anger
11002;i feel stressed frequently;anger
11006;i point these things out so as to make clear that i went into this film with the best intentions but left feeling irritated confused and wore out;anger
11015;i not feel resentful for always putting out more effort then ever receiving;anger
11016;i actually like having things clean but i like to have them messy first so i feel rebellious;anger
11031;i know i shouldn t feel offended but i do;anger
11032;i have read and experienced going vegetarian to vegan from a meat eater how the toxins leave your body and make you feel irritable and grumpy;anger
11037;i feel like a bitchy selfish idiot;anger
11038;im feeling more fucked up than ive ever had and its nothing to do with my school work;anger
11049;i get one i feel like i need to either even things out by immediately giving one back or make things even less even by using a comeback as if i was just insulted;anger
11052;i feel stressed my intention is to remain in control of my feelings;anger
11061;im feeling stressed or having a bad day i take a walk or run;anger
11063;i walked around my yard and even got down by the waterside of the lake i live by i couldnt feel my fingers it was so cold;anger
11067;i feel like this vile thing brooding gnawing deeper in spirit;anger
11071;im feeling bitchy on saturday;anger
11072;being subject to unfair treatment in a working group;anger
11076;im sure that each person has their own complex set of reasons for leaving and chalking it up to one reason or feeling like because they all hated academia is probably a little too simple;anger
11083;i guess i feel irritated when great music gets ignored even if it is necessary;anger
11089;im feeling pretty rebellious right now because im writing this is my engineering class;anger
11090;i feel so pissed off that i can bite off a fucking tree log;anger
11107;i feel sarcastic poetry coming on;anger
11110;i feel like i am getting fucked;anger
11116;i even go further these subjects are not interesting to me in anyway because i m relating to them personally some example will be used with imaginary names to protect friend and family identity s please do not feel offended if u see your name;anger
11117;a teacher was very blunt in his relation to a child so that the child was very upset when arriving at home;anger
11125;i came to review however im not entirely sure what it is that leaves me feeling somewhat dissatisfied and a bit brassed off that more didnt happen;anger
11126;i know the effects of my day to day happenings on my serenity are so subtle at times that i end up feeling irritable and discontent without knowing why;anger
11139;i am feeling more and more dissatisfied and anxious about this self imposed weekly deadline;anger
11140;i should say its giving him that sweet little feeling of being fucked;anger
11141;i just go into these modes where i want to write then feel disgusted and do not what to write at all;anger
11148;i were to stop there no doubt you d leave feeling dissatisfied;anger
11160;im blocked i could at least be doing something constructive my room needs a major cleaning for instance but i feel agitated if im not at least doing research for this story it does require a lot of research;anger
11165;im being a teenager people and if you feel the need to make sarcastic bitchy comments you can kindly fuck off;anger
11168;i could understand if a survivor reading this might at first feel offended by my talking about abstract forms of rape;anger
11181;im feeling so angry because that was just wasted work from her side;anger
11182;i feel so cranky irrationally;anger
11185;i mostly feel this as a cause of hateful memories of that girl who used to run the everchanging sailormoon gateway who i think is still making a name for herself by being stupid and mean;anger
11203;i started to feel resentful of the whole situation and that s when something clicked;anger
11211;i feel like a very impatient mensa member at such times;anger
11216;i don t know if i should be feeling this way because it would seem greedy and not nice to expect someone to splurge on the spur of the moment just because i asked;anger
11228;i hate even doing this because i feel like it s rude but i must say i love the blog it came from and this is no insult to the food photography because i enjoy it;anger
11239;i was feeling frustrated at work wondering if i am living a life with meaning and purpose;anger
11247;ive just spent the last half hour feeling ridiculously angry over insensitive comments from my partner but that all changed a few minutes ago to real pride over how much i have changed;anger
11253;i imagine you re going to come away from it feeling a little jealous you can t quite;anger
11263;im so full of life i feel appalled;anger
11264;i can literally feel a hateful glare directed at me;anger
11278;realizing that a friend had been talked into signing a certain contract;anger
11281;i already feel impatient and cancel hyundai tucson last year waiting almost for seven months;anger
11282;i didnt know whether or not to feel flattered or some sort of disgusted;anger
11283;i feel that i annoy everyone much too much when im obnoxious and yeah;anger
11287;i wake up ill feel really really mad;anger
11294;i told him that if he touched me with a needle i would punch him feeling a little hostile in the midst of my pain;anger
11319;i feel impatient with the christian church disciples of christ and its many manifestations over the fact that i haven t yet gotten even the slightest whiff of a call;anger
11329;i feel too bitchy to do something like that to my family because theyre going through the same shit i am;anger
11365;i feel i was wronged;anger
11371;i was thinking about going out to dinner but im feeling like i might not be bothered too;anger
11395;i always feel jealous;anger
11399;i know you contributed to my success but i am just feeling petty enough today to ignore those contributions;anger
11407;i am so aware that if i indulge my wounded self in the first thoughts i will feel impatient and burdened and if i make sure that my loving adult is in charge thinking the second loving thoughts i will feel happy blessed and peaceful;anger
